meal_id,restaurant_id,name,ingredients,category,price,expiry,discount,tags,description
m75,r63,Meal 75,"cheese,onion,rice",dessert,50.91,2026-04-18T08:35:25.042994,0,"glutenfree,kidfriendly,halal",Delicious glutenfree kidfriendly halal meal with cheese onion rice.
m76,r30,Meal 76,"chicken,rice,bread",drink,192.12,2026-04-15T02:35:25.043016,0,"dessert,seafood",Delicious dessert seafood meal with chicken rice bread.
m77,r69,Meal 77,"egg,garlic,rice",starter,41.05,2026-04-14T10:35:25.043038,0,"spicy,glutenfree",Delicious spicy glutenfree meal with egg garlic rice.
m78,r74,Meal 78,"cheese,bread,rice",main,139.8,2026-04-14T16:35:25.043063,0,kidfriendly,Delicious kidfriendly meal with cheese bread rice.
m79,r19,Meal 79,"potato,cheese,beef",main,92.82,2026-04-18T11:35:25.043085,1,"kidfriendly,spicy",Delicious kidfriendly spicy meal with potato cheese beef.
m80,r19,Meal 80,"chicken,potato,garlic",dessert,105.3,2026-04-15T08:35:25.043115,0,"dessert,spicy",Delicious dessert spicy meal with chicken potato garlic.
m81,r74,Meal 81,"egg,beef,fish",main,45.1,2026-04-18T09:35:25.043139,0,"spicy,kidfriendly,glutenfree",Delicious spicy kidfriendly glutenfree meal with egg beef fish.
m82,r40,Meal 82,"onion,tomato,fish",main,78.75,2026-04-15T11:35:25.043168,0,lowcal,Delicious lowcal meal with onion tomato fish.
m83,r75,Meal 83,"chicken,beef,potato",drink,141.87,2026-04-18T02:35:25.043191,0,"halal,seafood,vegetarian",Delicious halal seafood vegetarian meal with chicken beef potato.
m84,r66,Meal 84,"bread,onion,garlic",main,183.52,2026-04-16T07:35:25.043214,0,"halal,kidfriendly",Delicious halal kidfriendly meal with bread onion garlic.
m85,r51,Meal 85,"bread,lettuce,egg",dessert,82.09,2026-04-13T15:35:25.043235,0,lowcal,Delicious lowcal meal with bread lettuce egg.
m86,r58,Meal 86,"fish,lettuce,egg",starter,165.02,2026-04-15T02:35:25.043259,1,"vegetarian,halal,dessert",Delicious vegetarian halal dessert meal with fish lettuce egg.
m87,r54,Meal 87,"rice,tomato,cheese",dessert,31.9,2026-04-16T02:35:25.043282,1,vegetarian,Delicious vegetarian meal with rice tomato cheese.
m88,r12,Meal 88,"garlic,cheese,lettuce",drink,147.84,2026-04-14T12:35:25.043305,0,lowcal,Delicious lowcal meal with garlic cheese lettuce.
m89,r26,Meal 89,"cheese,potato,fish",dessert,170.23,2026-04-13T19:35:25.043327,0,lowcal,Delicious lowcal meal with cheese potato fish.
m90,r64,Meal 90,"chicken,rice,cheese",drink,42.35,2026-04-15T04:35:25.043349,0,"kidfriendly,halal,vegan",Delicious kidfriendly halal vegan meal with chicken rice cheese.
m91,r54,Meal 91,"egg,garlic,tomato",main,157.65,2026-04-13T17:35:25.043386,1,kidfriendly,Delicious kidfriendly meal with egg garlic tomato.
m92,r9,Meal 92,"lettuce,cheese,fish",main,87.18,2026-04-17T06:35:25.043411,0,"dessert,kidfriendly,seafood",Delicious dessert kidfriendly seafood meal with lettuce cheese fish.
m93,r34,Meal 93,"rice,bread,fish",starter,84.33,2026-04-18T06:35:25.043434,0,vegan,Delicious vegan meal with rice bread fish.
m94,r35,Meal 94,"chicken,cheese,garlic",main,112.5,2026-04-16T09:35:25.043460,0,"lowcal,dessert",Delicious lowcal dessert meal with chicken cheese garlic.
m95,r13,Meal 95,"bread,garlic,cheese",dessert,37.25,2026-04-15T00:35:25.043570,0,"spicy,dessert,lowcal",Delicious spicy dessert lowcal meal with bread garlic cheese.
m96,r19,Meal 96,"potato,cheese,bread",drink,94.16,2026-04-17T17:35:25.043603,0,spicy,Delicious spicy meal with potato cheese bread.
m97,r14,Meal 97,"potato,tomato,garlic",main,95.12,2026-04-17T19:35:25.043626,0,spicy,Delicious spicy meal with potato tomato garlic.
m98,r15,Meal 98,"fish,bread,cheese",dessert,45.02,2026-04-17T06:35:25.043649,1,vegan,Delicious vegan meal with fish bread cheese.
m99,r77,Meal 99,"cheese,chicken,beef",starter,174.23,2026-04-14T18:35:25.043671,0,"dessert,spicy,glutenfree",Delicious dessert spicy glutenfree meal with cheese chicken beef.
m100,r30,Meal 100,"rice,beef,lettuce",main,33.99,2026-04-17T06:35:25.043718,1,"spicy,halal",Delicious spicy halal meal with rice beef lettuce.
m101,r56,Meal 101,"beef,chicken,potato",main,104.43,2026-04-16T17:35:25.043759,0,halal,Delicious halal meal with beef chicken potato.
m102,r6,Meal 102,"garlic,chicken,beef",main,185.62,2026-04-17T18:35:25.043780,0,seafood,Delicious seafood meal with garlic chicken beef.
m103,r76,Meal 103,"garlic,bread,chicken",starter,172.26,2026-04-14T01:35:25.043800,0,spicy,Delicious spicy meal with garlic bread chicken.
m104,r75,Meal 104,"potato,onion,tomato",main,37.84,2026-04-16T06:35:25.043822,0,"dessert,spicy",Delicious dessert spicy meal with potato onion tomato.
m105,r68,Meal 105,"cheese,rice,potato",main,186.36,2026-04-13T14:35:25.043845,1,halal,Delicious halal meal with cheese rice potato.
m106,r47,Meal 106,"beef,rice,bread",drink,58.57,2026-04-15T14:35:25.043874,0,"spicy,kidfriendly,dessert",Delicious spicy kidfriendly dessert meal with beef rice bread.
m107,r53,Meal 107,"beef,fish,egg",starter,109.25,2026-04-16T08:35:25.043896,0,dessert,Delicious dessert meal with beef fish egg.
m108,r37,Meal 108,"fish,beef,lettuce",drink,128.07,2026-04-15T02:35:25.043920,0,"vegan,vegetarian,spicy",Delicious vegan vegetarian spicy meal with fish beef lettuce.
m109,r57,Meal 109,"lettuce,cheese,egg",main,181.06,2026-04-14T14:35:25.043945,1,glutenfree,Delicious glutenfree meal with lettuce cheese egg.
m110,r48,Meal 110,"garlic,fish,beef",drink,114.08,2026-04-15T16:35:25.043971,0,vegan,Delicious vegan meal with garlic fish beef.
m111,r16,Meal 111,"lettuce,onion,beef",starter,31.65,2026-04-17T12:35:25.043995,0,lowcal,Delicious lowcal meal with lettuce onion beef.
m112,r44,Meal 112,"beef,tomato,lettuce",drink,70.13,2026-04-17T10:35:25.044019,0,lowcal,Delicious lowcal meal with beef tomato lettuce.
m113,r52,Meal 113,"fish,potato,cheese",drink,39.45,2026-04-14T08:35:25.044044,0,"kidfriendly,lowcal",Delicious kidfriendly lowcal meal with fish potato cheese.
m114,r63,Meal 114,"chicken,beef,egg",main,109.66,2026-04-18T00:35:25.044068,0,"halal,spicy",Delicious halal spicy meal with chicken beef egg.
m115,r23,Meal 115,"cheese,onion,garlic",main,138.99,2026-04-14T02:35:25.044097,1,"dessert,spicy",Delicious dessert spicy meal with cheese onion garlic.
m116,r60,Meal 116,"garlic,fish,egg",dessert,117.64,2026-04-16T06:35:25.044119,0,seafood,Delicious seafood meal with garlic fish egg.
m117,r5,Meal 117,"fish,bread,lettuce",drink,26.48,2026-04-15T22:35:25.044145,0,"vegetarian,lowcal",Delicious vegetarian lowcal meal with fish bread lettuce.
m118,r72,Meal 118,"lettuce,rice,cheese",drink,107.74,2026-04-17T09:35:25.044167,0,"seafood,spicy,halal",Delicious seafood spicy halal meal with lettuce rice cheese.
m119,r73,Meal 119,"potato,rice,egg",drink,67.41,2026-04-13T21:35:25.044193,1,"kidfriendly,glutenfree,halal",Delicious kidfriendly glutenfree halal meal with potato rice egg.
m120,r79,Meal 120,"chicken,egg,onion",starter,170.65,2026-04-13T19:35:25.044215,0,"dessert,seafood,spicy",Delicious dessert seafood spicy meal with chicken egg onion.
m121,r75,Meal 121,"lettuce,beef,egg",dessert,94.15,2026-04-15T10:35:25.044237,0,dessert,Delicious dessert meal with lettuce beef egg.
m122,r32,Meal 122,"garlic,cheese,onion",main,176.41,2026-04-14T00:35:25.044300,0,halal,Delicious halal meal with garlic cheese onion.
m123,r44,Meal 123,"potato,bread,chicken",drink,122.25,2026-04-16T00:35:25.044331,1,vegan,Delicious vegan meal with potato bread chicken.
m124,r35,Meal 124,"onion,chicken,bread",drink,78.04,2026-04-15T14:35:25.044395,0,kidfriendly,Delicious kidfriendly meal with onion chicken bread.
m125,r63,Meal 125,"bread,fish,potato",dessert,49.99,2026-04-17T21:35:25.044436,0,halal,Delicious halal meal with bread fish potato.
m126,r47,Meal 126,"garlic,beef,potato",dessert,67.73,2026-04-14T17:35:25.044460,0,"halal,kidfriendly",Delicious halal kidfriendly meal with garlic beef potato.
m127,r74,Meal 127,"egg,onion,beef",dessert,69.21,2026-04-16T17:35:25.044555,1,"halal,vegetarian",Delicious halal vegetarian meal with egg onion beef.
m128,r55,Meal 128,"beef,garlic,cheese",dessert,97.92,2026-04-16T06:35:25.044581,0,dessert,Delicious dessert meal with beef garlic cheese.
m129,r26,Meal 129,"onion,potato,fish",starter,178.56,2026-04-17T03:35:25.044603,0,"lowcal,seafood",Delicious lowcal seafood meal with onion potato fish.
m130,r74,Meal 130,"cheese,garlic,potato",drink,188.23,2026-04-17T21:35:25.044664,0,"halal,kidfriendly",Delicious halal kidfriendly meal with cheese garlic potato.
m131,r67,Meal 131,"fish,rice,tomato",dessert,171.94,2026-04-14T09:35:25.044716,1,dessert,Delicious dessert meal with fish rice tomato.
m132,r41,Meal 132,"lettuce,cheese,garlic",starter,66.16,2026-04-17T00:35:25.044745,0,halal,Delicious halal meal with lettuce cheese garlic.
m133,r52,Meal 133,"rice,tomato,chicken",dessert,103.55,2026-04-14T21:35:25.044768,1,vegetarian,Delicious vegetarian meal with rice tomato chicken.
m134,r55,Meal 134,"cheese,rice,chicken",dessert,138.56,2026-04-14T23:35:25.044791,0,"vegan,halal,vegetarian",Delicious vegan halal vegetarian meal with cheese rice chicken.
m135,r6,Meal 135,"beef,bread,onion",main,182.1,2026-04-15T04:35:25.044815,1,"kidfriendly,vegan,glutenfree",Delicious kidfriendly vegan glutenfree meal with beef bread onion.
m136,r47,Meal 136,"egg,rice,tomato",main,113.95,2026-04-14T04:35:25.044837,0,"vegetarian,lowcal,kidfriendly",Delicious vegetarian lowcal kidfriendly meal with egg rice tomato.
m137,r64,Meal 137,"onion,beef,bread",drink,165.05,2026-04-15T08:35:25.044858,0,halal,Delicious halal meal with onion beef bread.
m138,r55,Meal 138,"beef,rice,tomato",drink,93.51,2026-04-15T01:35:25.044879,0,spicy,Delicious spicy meal with beef rice tomato.
m139,r63,Meal 139,"potato,lettuce,fish",starter,193.4,2026-04-17T05:35:25.044907,0,"dessert,vegetarian,spicy",Delicious dessert vegetarian spicy meal with potato lettuce fish.
m140,r47,Meal 140,"chicken,garlic,onion",main,144.32,2026-04-13T18:35:25.044985,0,"dessert,seafood",Delicious dessert seafood meal with chicken garlic onion.
m141,r33,Meal 141,"egg,bread,beef",starter,174.38,2026-04-16T10:35:25.045027,1,"lowcal,seafood,dessert",Delicious lowcal seafood dessert meal with egg bread beef.
m142,r2,Meal 142,"beef,tomato,cheese",starter,184.86,2026-04-14T16:35:25.045051,0,"seafood,glutenfree",Delicious seafood glutenfree meal with beef tomato cheese.
m143,r53,Meal 143,"beef,fish,garlic",drink,186.77,2026-04-17T12:35:25.045078,0,seafood,Delicious seafood meal with beef fish garlic.
m144,r55,Meal 144,"egg,cheese,potato",dessert,95.76,2026-04-13T22:35:25.045101,0,spicy,Delicious spicy meal with egg cheese potato.
m145,r59,Meal 145,"garlic,rice,fish",starter,20.55,2026-04-17T19:35:25.045126,0,"vegan,glutenfree,dessert",Delicious vegan glutenfree dessert meal with garlic rice fish.
m146,r40,Meal 146,"rice,tomato,potato",starter,172.45,2026-04-17T09:35:25.045149,1,"vegetarian,glutenfree",Delicious vegetarian glutenfree meal with rice tomato potato.
m147,r41,Meal 147,"cheese,rice,onion",dessert,163.92,2026-04-17T23:35:25.045172,0,"kidfriendly,spicy",Delicious kidfriendly spicy meal with cheese rice onion.
m148,r11,Meal 148,"lettuce,egg,onion",main,190.66,2026-04-14T18:35:25.045195,0,"dessert,spicy",Delicious dessert spicy meal with lettuce egg onion.
m149,r12,Meal 149,"egg,rice,chicken",drink,128.07,2026-04-15T17:35:25.045218,0,"halal,seafood",Delicious halal seafood meal with egg rice chicken.
m150,r12,Meal 150,"chicken,potato,lettuce",drink,168.91,2026-04-17T16:35:25.045242,1,"spicy,vegetarian",Delicious spicy vegetarian meal with chicken potato lettuce.
m151,r16,Meal 151,"tomato,cheese,garlic",drink,88.77,2026-04-17T13:35:25.045264,1,halal,Delicious halal meal with tomato cheese garlic.
m152,r27,Meal 152,"garlic,tomato,lettuce",drink,162.64,2026-04-14T13:35:25.045286,0,"halal,seafood,dessert",Delicious halal seafood dessert meal with garlic tomato lettuce.
m153,r38,Meal 153,"tomato,bread,onion",drink,35.43,2026-04-17T05:35:25.045307,1,"halal,kidfriendly",Delicious halal kidfriendly meal with tomato bread onion.
m154,r18,Meal 154,"egg,lettuce,garlic",dessert,33.15,2026-04-17T12:35:25.045335,0,"lowcal,halal",Delicious lowcal halal meal with egg lettuce garlic.
m155,r7,Meal 155,"bread,onion,garlic",main,20.96,2026-04-17T08:35:25.045357,1,"halal,kidfriendly",Delicious halal kidfriendly meal with bread onion garlic.
m156,r39,Meal 156,"potato,chicken,onion",dessert,50.58,2026-04-14T12:35:25.045381,1,"dessert,spicy",Delicious dessert spicy meal with potato chicken onion.
m157,r44,Meal 157,"bread,potato,lettuce",dessert,41.03,2026-04-14T08:35:25.045403,0,"spicy,vegetarian",Delicious spicy vegetarian meal with bread potato lettuce.
m158,r17,Meal 158,"lettuce,cheese,garlic",dessert,113.06,2026-04-16T20:35:25.045433,1,"seafood,dessert",Delicious seafood dessert meal with lettuce cheese garlic.
m159,r22,Meal 159,"potato,garlic,fish",starter,46.75,2026-04-13T20:35:25.045455,0,"kidfriendly,spicy",Delicious kidfriendly spicy meal with potato garlic fish.
m160,r24,Meal 160,"cheese,rice,fish",main,199.14,2026-04-15T21:35:25.045480,1,kidfriendly,Delicious kidfriendly meal with cheese rice fish.
m161,r6,Meal 161,"fish,egg,beef",starter,42.26,2026-04-18T02:35:25.045503,0,"dessert,kidfriendly",Delicious dessert kidfriendly meal with fish egg beef.
m162,r27,Meal 162,"egg,potato,cheese",starter,125.04,2026-04-16T14:35:25.045526,0,"spicy,glutenfree",Delicious spicy glutenfree meal with egg potato cheese.
m163,r68,Meal 163,"tomato,fish,beef",dessert,24.67,2026-04-18T07:35:25.045548,0,"spicy,lowcal,vegan",Delicious spicy lowcal vegan meal with tomato fish beef.
m164,r51,Meal 164,"rice,chicken,beef",drink,101.73,2026-04-16T00:35:25.045570,0,"vegetarian,dessert",Delicious vegetarian dessert meal with rice chicken beef.
m165,r77,Meal 165,"garlic,onion,fish",starter,58.05,2026-04-15T07:35:25.045594,0,"vegan,dessert,glutenfree",Delicious vegan dessert glutenfree meal with garlic onion fish.
m166,r37,Meal 166,"potato,onion,lettuce",drink,65.93,2026-04-14T01:35:25.045616,0,"vegan,vegetarian",Delicious vegan vegetarian meal with potato onion lettuce.
m167,r52,Meal 167,"tomato,rice,lettuce",drink,71.29,2026-04-17T17:35:25.045638,0,vegan,Delicious vegan meal with tomato rice lettuce.
m168,r16,Meal 168,"egg,cheese,onion",dessert,139.79,2026-04-14T06:35:25.045661,0,"kidfriendly,lowcal",Delicious kidfriendly lowcal meal with egg cheese onion.
m169,r66,Meal 169,"fish,lettuce,egg",drink,36.24,2026-04-15T00:35:25.045682,1,kidfriendly,Delicious kidfriendly meal with fish lettuce egg.
m170,r48,Meal 170,"lettuce,beef,chicken",dessert,195.19,2026-04-16T07:35:25.045708,0,"spicy,lowcal,dessert",Delicious spicy lowcal dessert meal with lettuce beef chicken.
m171,r20,Meal 171,"cheese,fish,lettuce",drink,74.07,2026-04-14T00:35:25.045731,0,"glutenfree,vegetarian",Delicious glutenfree vegetarian meal with cheese fish lettuce.
